MSZoning,LotArea,Street,Neighborhood,YearBuilt,OverallCond,ExterQual,GrLivArea,FullBath,GarageArea,BsmtCond,FireplaceQu,Electrical,LotFrontage,KitchenQual,PavedDrive,MSZoning_mean,Neighborhood_mean,OverallCond_mean,BsmtCond_mean,FireplaceQu_mean,Electrical_mean,ExterQual_Gd_dummy0,ExterQual_TA_dummy1,ExterQual_Ex_dummy2,ExterQual_Fa_dummy3,FullBath_2_dummy0,FullBath_1_dummy1,FullBath_3_dummy2,FullBath_0_dummy3,KitchenQual_Gd_dummy0,KitchenQual_TA_dummy1,KitchenQual_Ex_dummy2,KitchenQual_Fa_dummy3,PavedDrive_Y_dummy0,PavedDrive_N_dummy1,PavedDrive_P_dummy2
RL,9928,Pave,Mitchel,1991,5,TA,1478,2,506.0,TA,TA,SBrkr,,TA,Y,191004.9947871416,145847.08,203146.91473812424,183632.6209000763,141331.48260869566,186825.1131934033,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0
RL,8750,Pave,Mitchel,1975,6,TA,918,1,360.0,TA,,SBrkr,,TA,Y,191004.9947871416,145847.08,203146.91473812424,183632.6209000763,141331.48260869566,186825.1131934033,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0
RL,8410,Pave,Mitchel,1974,6,TA,1026,1,528.0,TA,Po,SBrkr,82.0,TA,Y,191004.9947871416,145847.08,203146.91473812424,183632.6209000763,141331.48260869566,186825.1131934033,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0
RL,4054,Pave,Timber,1987,6,Gd,1501,2,512.0,TA,TA,SBrkr,46.0,Gd,Y,191004.9947871416,145847.08,203146.91473812424,183632.6209000763,141331.48260869566,186825.1131934033,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0
RL,19958,Pave,Timber,1958,8,TA,2279,2,461.0,TA,Gd,SBrkr,149.0,Gd,Y,191004.9947871416,145847.08,203146.91473812424,183632.6209000763,141331.48260869566,186825.1131934033,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0
RL,8368,Pave,Timber,2006,5,Gd,1689,2,433.0,TA,,SBrkr,67.0,Gd,Y,191004.9947871416,145847.08,203146.91473812424,183632.6209000763,141331.48260869566,186825.1131934033,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0
RL,8298,Pave,Timber,2006,5,Gd,1564,2,502.0,TA,Gd,SBrkr,68.0,Ex,Y,191004.9947871416,145847.08,203146.91473812424,183632.6209000763,141331.48260869566,186825.1131934033,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0
RL,10331,Pave,Timber,1985,7,TA,1240,2,528.0,TA,,SBrkr,42.0,Gd,Y,191004.9947871416,145847.08,203146.91473812424,183632.6209000763,141331.48260869566,186825.1131934033,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0
RL,6718,Pave,Timber,2001,5,Gd,1312,2,471.0,TA,,SBrkr,,Gd,Y,191004.9947871416,145847.08,203146.91473812424,183632.6209000763,141331.48260869566,186825.1131934033,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0
RL,11305,Pave,Timber,2002,5,Gd,1922,2,692.0,TA,Ex,SBrkr,80.0,Gd,Y,191004.9947871416,145847.08,203146.91473812424,183632.6209000763,141331.48260869566,186825.1131934033,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0
RL,7777,Pave,Timber,1996,5,Gd,1491,2,571.0,TA,TA,SBrkr,,TA,Y,191004.9947871416,145847.08,203146.91473812424,183632.6209000763,141331.48260869566,186825.1131934033,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0
RL,11800,Pave,Timber,2003,5,Gd,2486,3,452.0,TA,Gd,SBrkr,,Gd,Y,191004.9947871416,145847.08,203146.91473812424,183632.6209000763,141331.48260869566,186825.1131934033,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0
RL,12633,Pave,Timber,2006,5,Ex,1824,2,932.0,TA,Gd,SBrkr,85.0,Ex,Y,191004.9947871416,145847.08,203146.91473812424,183632.6209000763,141331.48260869566,186825.1131934033,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0
RL,43500,Pave,Mitchel,1953,5,TA,2034,1,1041.0,,,SBrkr,200.0,TA,N,191004.9947871416,145847.08,203146.91473812424,183632.6209000763,141331.48260869566,186825.1131934033,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0
RM,6710,Pave,Mitchel,1996,5,TA,936,0,460.0,TA,,SBrkr,62.0,TA,Y,191004.9947871416,145847.08,203146.91473812424,183632.6209000763,141331.48260869566,186825.1131934033,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0
RM,1504,Pave,MeadowV,1972,4,TA,1092,1,253.0,TA,,SBrkr,21.0,TA,Y,191004.9947871416,145847.08,203146.91473812424,183632.6209000763,141331.48260869566,186825.1131934033,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0
RM,1533,Pave,MeadowV,1970,5,TA,992,1,297.0,TA,,SBrkr,,TA,Y,191004.9947871416,145847.08,203146.91473812424,183632.6209000763,141331.48260869566,186825.1131934033,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0
RM,1495,Pave,MeadowV,1970,6,TA,1092,1,0.0,TA,,SBrkr,21.0,TA,Y,191004.9947871416,145847.08,203146.91473812424,183632.6209000763,141331.48260869566,186825.1131934033,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0
RM,1890,Pave,MeadowV,1976,3,TA,1092,1,286.0,TA,,SBrkr,21.0,TA,Y,191004.9947871416,145847.08,203146.91473812424,183632.6209000763,141331.48260869566,186825.1131934033,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0
RL,9129,Pave,Mitchel,1977,5,TA,1008,1,678.0,TA,Fa,SBrkr,72.0,Gd,Y,191004.9947871416,145847.08,203146.91473812424,183632.6209000763,141331.48260869566,186825.1131934033,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0
RL,15957,Pave,Mitchel,1977,6,TA,1356,2,528.0,TA,TA,SBrkr,,TA,Y,191004.9947871416,145847.08,203146.91473812424,183632.6209000763,141331.48260869566,186825.1131934033,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0
RL,33983,Pave,Mitchel,1977,6,TA,1676,1,672.0,TA,TA,SBrkr,61.0,Gd,P,191004.9947871416,145847.08,203146.91473812424,183632.6209000763,141331.48260869566,186825.1131934033,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1
RL,8286,Pave,Mitchel,1977,7,TA,1432,1,531.0,TA,Gd,SBrkr,68.0,TA,Y,191004.9947871416,145847.08,203146.91473812424,183632.6209000763,141331.48260869566,186825.1131934033,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0
RL,6723,Pave,Mitchel,1971,7,TA,796,1,0.0,TA,,SBrkr,50.0,TA,Y,191004.9947871416,145847.08,203146.91473812424,183632.6209000763,141331.48260869566,186825.1131934033,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0
RL,27697,Pave,Mitchel,1961,3,TA,1608,1,444.0,TA,,SBrkr,124.0,TA,Y,191004.9947871416,145847.08,203146.91473812424,183632.6209000763,141331.48260869566,186825.1131934033,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0
RL,11000,Pave,Mitchel,1976,6,TA,1178,1,502.0,TA,,SBrkr,,TA,Y,191004.9947871416,145847.08,203146.91473812424,183632.6209000763,141331.48260869566,186825.1131934033,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0
RL,11625,Pave,Mitchel,1983,7,TA,816,1,264.0,TA,,SBrkr,65.0,TA,Y,191004.9947871416,145847.08,203146.91473812424,183632.6209000763,141331.48260869566,186825.1131934033,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0
RL,10447,Pave,Mitchel,1984,6,TA,887,1,288.0,TA,,SBrkr,62.0,TA,Y,191004.9947871416,145847.08,203146.91473812424,183632.6209000763,141331.48260869566,186825.1131934033,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0
RL,11027,Pave,NAmes,1954,5,TA,1293,2,452.0,TA,,SBrkr,,TA,Y,191004.9947871416,145847.08,203146.91473812424,183632.6209000763,141331.48260869566,186825.1131934033,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0
RL,10533,Pave,NAmes,1956,6,TA,1024,1,313.0,TA,TA,SBrkr,85.0,Gd,Y,191004.9947871416,145847.08,203146.91473812424,183632.6209000763,141331.48260869566,186825.1131934033,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0
RL,11765,Pave,NAmes,1957,5,TA,1797,1,963.0,TA,TA,SBrkr,,TA,Y,191004.9947871416,145847.08,203146.91473812424,183632.6209000763,141331.48260869566,186825.1131934033,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0
RL,39384,Pave,NAmes,1957,6,TA,1390,1,550.0,TA,Gd,SBrkr,,Ex,Y,191004.9947871416,145847.08,203146.91473812424,183632.6209000763,141331.48260869566,186825.1131934033,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0
RL,11727,Pave,NAmes,1969,6,TA,1851,2,506.0,TA,TA,SBrkr,90.0,TA,Y,191004.9947871416,145847.08,203146.91473812424,183632.6209000763,141331.48260869566,186825.1131934033,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0
RL,8238,Pave,Gilbert,1997,5,TA,1525,2,400.0,TA,TA,SBrkr,60.0,TA,Y,191004.9947871416,145847.08,203146.91473812424,183632.6209000763,141331.48260869566,186825.1131934033,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0
RL,13041,Pave,Gilbert,1995,5,TA,1671,2,423.0,TA,TA,SBrkr,,TA,Y,191004.9947871416,145847.08,203146.91473812424,183632.6209000763,141331.48260869566,186825.1131934033,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0
RL,9783,Pave,Gilbert,1996,5,TA,1776,2,443.0,TA,TA,SBrkr,54.0,TA,Y,191004.9947871416,145847.08,203146.91473812424,183632.6209000763,141331.48260869566,186825.1131934033,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0
RL,13128,Pave,Gilbert,2005,5,Gd,2064,2,527.0,TA,Gd,SBrkr,50.0,Gd,Y,191004.9947871416,145847.08,203146.91473812424,183632.6209000763,141331.48260869566,186825.1131934033,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0
RL,13751,Pave,Gilbert,2005,5,Gd,2212,2,773.0,TA,Gd,SBrkr,42.0,Gd,Y,191004.9947871416,145847.08,203146.91473812424,183632.6209000763,141331.48260869566,186825.1131934033,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0
RL,13108,Pave,StoneBr,1994,5,Gd,2687,2,618.0,TA,,SBrkr,68.0,Gd,Y,191004.9947871416,145847.08,203146.91473812424,183632.6209000763,141331.48260869566,186825.1131934033,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0
RL,8076,Pave,Gilbert,1993,6,TA,1169,2,402.0,TA,TA,SBrkr,,TA,Y,191004.9947871416,145847.08,203146.91473812424,183632.6209000763,141331.48260869566,186825.1131934033,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0
RL,3701,Pave,StoneBr,1987,5,TA,1204,2,461.0,TA,,SBrkr,30.0,TA,Y,191004.9947871416,145847.08,203146.91473812424,183632.6209000763,141331.48260869566,186825.1131934033,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0
RL,16023,Pave,StoneBr,2005,5,Gd,2798,3,670.0,TA,Gd,SBrkr,59.0,Ex,Y,191004.9947871416,145847.08,203146.91473812424,183632.6209000763,141331.48260869566,186825.1131934033,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0
RL,18062,Pave,StoneBr,2006,5,Ex,3390,3,758.0,TA,Ex,SBrkr,60.0,Ex,Y,191004.9947871416,145847.08,203146.91473812424,183632.6209000763,141331.48260869566,186825.1131934033,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0
RL,12292,Pave,StoneBr,2006,5,Gd,2473,2,675.0,Gd,Gd,SBrkr,63.0,Gd,Y,191004.9947871416,145847.08,203146.91473812424,183632.6209000763,141331.48260869566,186825.1131934033,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0
RL,16052,Pave,StoneBr,2006,5,Ex,2698,2,736.0,TA,Gd,SBrkr,82.0,Ex,Y,191004.9947871416,145847.08,203146.91473812424,183632.6209000763,141331.48260869566,186825.1131934033,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0
RL,15922,Pave,StoneBr,2005,5,Gd,2795,3,660.0,TA,Gd,SBrkr,92.0,Ex,Y,191004.9947871416,145847.08,203146.91473812424,183632.6209000763,141331.48260869566,186825.1131934033,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0
RL,8147,Pave,StoneBr,2005,5,Gd,1714,2,517.0,TA,Gd,SBrkr,60.0,Gd,Y,191004.9947871416,145847.08,203146.91473812424,183632.6209000763,141331.48260869566,186825.1131934033,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0
RL,18261,Pave,StoneBr,2005,5,Ex,2000,2,722.0,TA,Gd,SBrkr,90.0,Ex,Y,191004.9947871416,145847.08,203146.91473812424,183632.6209000763,141331.48260869566,186825.1131934033,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0
RL,10464,Pave,NWAmes,1980,6,TA,1102,1,582.0,TA,TA,SBrkr,,TA,Y,191004.9947871416,145847.08,203146.91473812424,183632.6209000763,141331.48260869566,186825.1131934033,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0
RL,10530,Pave,NWAmes,1978,5,TA,1857,2,482.0,TA,TA,SBrkr,81.0,TA,Y,191004.9947871416,145847.08,203146.91473812424,183632.6209000763,141331.48260869566,186825.1131934033,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0
RL,9927,Pave,NWAmes,1976,5,Gd,1083,1,596.0,TA,Fa,SBrkr,,TA,Y,191004.9947871416,145847.08,203146.91473812424,183632.6209000763,141331.48260869566,186825.1131934033,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0
FV,9512,Pave,Somerst,2005,5,Gd,2318,2,541.0,TA,Ex,SBrkr,75.0,Gd,Y,191004.9947871416,145847.08,203146.91473812424,183632.6209000763,141331.48260869566,186825.1131934033,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0
RL,10530,Pave,NWAmes,1975,6,TA,1875,3,485.0,Fa,TA,SBrkr,81.0,Gd,Y,191004.9947871416,145847.08,203146.91473812424,183632.6209000763,141331.48260869566,186825.1131934033,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0
RL,10000,Pave,NWAmes,1974,6,TA,1103,2,462.0,TA,,SBrkr,80.0,TA,Y,191004.9947871416,145847.08,203146.91473812424,183632.6209000763,141331.48260869566,186825.1131934033,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0
RL,7200,Pave,NAmes,1971,4,TA,874,1,576.0,TA,,SBrkr,60.0,TA,Y,191004.9947871416,145847.08,203146.91473812424,183632.6209000763,141331.48260869566,186825.1131934033,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0
RH,8773,Pave,NAmes,2002,5,Gd,1419,2,543.0,TA,,SBrkr,26.0,Gd,Y,191004.9947871416,145847.08,203146.91473812424,183632.6209000763,141331.48260869566,186825.1131934033,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0
RM,2760,Pave,BrDale,1973,5,TA,1092,1,440.0,TA,,SBrkr,24.0,TA,Y,191004.9947871416,145847.08,203146.91473812424,183632.6209000763,141331.48260869566,186825.1131934033,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0
RM,2160,Pave,BrDale,1973,6,TA,1365,1,440.0,TA,Fa,SBrkr,24.0,Gd,Y,191004.9947871416,145847.08,203146.91473812424,183632.6209000763,141331.48260869566,186825.1131934033,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0
RM,1890,Pave,BrDale,1972,7,TA,1030,1,264.0,TA,,SBrkr,21.0,TA,Y,191004.9947871416,145847.08,203146.91473812424,183632.6209000763,141331.48260869566,186825.1131934033,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0
RM,1680,Pave,BrDale,1972,5,TA,948,1,264.0,TA,,SBrkr,21.0,TA,Y,191004.9947871416,145847.08,203146.91473812424,183632.6209000763,141331.48260869566,186825.1131934033,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0
RM,1680,Pave,BrDale,1972,5,TA,1092,1,264.0,TA,,SBrkr,21.0,TA,Y,191004.9947871416,145847.08,203146.91473812424,183632.6209000763,141331.48260869566,186825.1131934033,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0
RL,4043,Pave,NPkVill,1975,5,TA,1069,2,440.0,TA,Po,SBrkr,53.0,TA,Y,191004.9947871416,145847.08,203146.91473812424,183632.6209000763,141331.48260869566,186825.1131934033,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0
RL,7514,Pave,NAmes,1967,7,TA,1387,1,300.0,TA,TA,SBrkr,65.0,TA,Y,191004.9947871416,145847.08,203146.91473812424,183632.6209000763,141331.48260869566,186825.1131934033,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0
RL,2280,Pave,NPkVill,1976,7,TA,1055,2,319.0,TA,,SBrkr,24.0,TA,Y,191004.9947871416,145847.08,203146.91473812424,183632.6209000763,141331.48260869566,186825.1131934033,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0
RL,2179,Pave,NPkVill,1976,5,TA,1456,2,460.0,TA,TA,SBrkr,24.0,TA,Y,191004.9947871416,145847.08,203146.91473812424,183632.6209000763,141331.48260869566,186825.1131934033,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0
RL,16387,Pave,NridgHt,2006,5,Gd,2589,2,831.0,Gd,Gd,SBrkr,72.0,Ex,Y,191004.9947871416,145847.08,203146.91473812424,183632.6209000763,141331.48260869566,186825.1131934033,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0
RL,16163,Pave,NridgHt,2004,5,Gd,1618,2,880.0,TA,Gd,SBrkr,110.0,Gd,Y,191004.9947871416,145847.08,203146.91473812424,183632.6209000763,141331.48260869566,186825.1131934033,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0
RL,12228,Pave,NridgHt,2006,5,Gd,1740,2,874.0,Gd,,SBrkr,108.0,Gd,Y,191004.9947871416,145847.08,203146.91473812424,183632.6209000763,141331.48260869566,186825.1131934033,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0
RL,14780,Pave,NridgHt,2005,5,Ex,1868,2,1085.0,TA,Gd,SBrkr,120.0,Ex,Y,191004.9947871416,145847.08,203146.91473812424,183632.6209000763,141331.48260869566,186825.1131934033,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0
RL,13975,Pave,NridgHt,2005,5,Gd,2206,2,670.0,TA,Gd,SBrkr,120.0,Ex,Y,191004.9947871416,145847.08,203146.91473812424,183632.6209000763,141331.48260869566,186825.1131934033,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0
RL,9942,Pave,NridgHt,2005,5,Ex,2091,2,521.0,Gd,Gd,SBrkr,82.0,Ex,Y,191004.9947871416,145847.08,203146.91473812424,183632.6209000763,141331.48260869566,186825.1131934033,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0
RL,12867,Pave,NridgHt,2005,5,Gd,2253,2,575.0,TA,Gd,SBrkr,103.0,Ex,Y,191004.9947871416,145847.08,203146.91473812424,183632.6209000763,141331.48260869566,186825.1131934033,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0
RL,10672,Pave,NridgHt,2006,5,Gd,2389,2,672.0,TA,Gd,SBrkr,82.0,Gd,Y,191004.9947871416,145847.08,203146.91473812424,183632.6209000763,141331.48260869566,186825.1131934033,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0
RL,11643,Pave,NridgHt,2005,5,Gd,2358,2,784.0,TA,Gd,SBrkr,82.0,Ex,Y,191004.9947871416,145847.08,203146.91473812424,183632.6209000763,141331.48260869566,186825.1131934033,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0
RL,13758,Pave,NridgHt,2005,5,Ex,1792,2,925.0,TA,Gd,SBrkr,121.0,Gd,Y,191004.9947871416,145847.08,203146.91473812424,183632.6209000763,141331.48260869566,186825.1131934033,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0
RL,14828,Pave,NridgHt,2004,5,Ex,1780,2,816.0,TA,Gd,SBrkr,131.0,Ex,Y,191004.9947871416,145847.08,203146.91473812424,183632.6209000763,141331.48260869566,186825.1131934033,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0
RL,13215,Pave,NridgHt,2004,5,Gd,1914,2,746.0,TA,TA,SBrkr,,Gd,Y,191004.9947871416,145847.08,203146.91473812424,183632.6209000763,141331.48260869566,186825.1131934033,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0
RL,5911,Pave,NridgHt,2005,5,Ex,1565,2,556.0,TA,Gd,SBrkr,48.0,Ex,Y,191004.9947871416,145847.08,203146.91473812424,183632.6209000763,141331.48260869566,186825.1131934033,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0
RL,7740,Pave,NridgHt,2006,5,Gd,1686,2,899.0,Gd,Gd,SBrkr,61.0,Ex,Y,191004.9947871416,145847.08,203146.91473812424,183632.6209000763,141331.48260869566,186825.1131934033,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0
RL,6373,Pave,NridgHt,2006,5,Ex,1666,2,575.0,Gd,Gd,SBrkr,48.0,Gd,Y,191004.9947871416,145847.08,203146.91473812424,183632.6209000763,141331.48260869566,186825.1131934033,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0
RL,10237,Pave,Gilbert,2005,5,Gd,1456,2,390.0,TA,Gd,SBrkr,65.0,Gd,Y,191004.9947871416,145847.08,203146.91473812424,183632.6209000763,141331.48260869566,186825.1131934033,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0
RL,10237,Pave,Gilbert,2006,5,Gd,1492,2,440.0,TA,,SBrkr,65.0,Gd,Y,191004.9947871416,145847.08,203146.91473812424,183632.6209000763,141331.48260869566,186825.1131934033,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0
RL,11660,Pave,Gilbert,2006,5,Gd,1326,2,427.0,TA,,SBrkr,102.0,Gd,Y,191004.9947871416,145847.08,203146.91473812424,183632.6209000763,141331.48260869566,186825.1131934033,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0
RL,11631,Pave,Gilbert,2004,5,Gd,2373,2,632.0,TA,Gd,SBrkr,96.0,Gd,Y,191004.9947871416,145847.08,203146.91473812424,183632.6209000763,141331.48260869566,186825.1131934033,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0
RL,9073,Pave,Gilbert,2006,5,Gd,1492,2,440.0,TA,,SBrkr,75.0,Gd,Y,191004.9947871416,145847.08,203146.91473812424,183632.6209000763,141331.48260869566,186825.1131934033,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0
RL,3087,Pave,Blmngtn,2006,5,Gd,1364,2,437.0,TA,Gd,SBrkr,43.0,Gd,Y,191004.9947871416,145847.08,203146.91473812424,183632.6209000763,141331.48260869566,186825.1131934033,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0
RL,2938,Pave,Blmngtn,2002,5,Gd,1511,2,398.0,TA,TA,SBrkr,,Gd,Y,191004.9947871416,145847.08,203146.91473812424,183632.6209000763,141331.48260869566,186825.1131934033,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0
RM,3072,Pave,Blmngtn,2004,5,Gd,1548,2,388.0,TA,TA,SBrkr,,Gd,Y,191004.9947871416,145847.08,203146.91473812424,183632.6209000763,141331.48260869566,186825.1131934033,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0
RL,3010,Pave,Blmngtn,2005,5,Gd,1142,2,440.0,TA,,SBrkr,43.0,Gd,Y,191004.9947871416,145847.08,203146.91473812424,183632.6209000763,141331.48260869566,186825.1131934033,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0
RL,9171,Pave,Gilbert,2004,5,Gd,1598,2,433.0,TA,Gd,SBrkr,59.0,Gd,Y,191004.9947871416,145847.08,203146.91473812424,183632.6209000763,141331.48260869566,186825.1131934033,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0
RL,8658,Pave,Gilbert,2000,5,TA,1889,2,431.0,TA,TA,SBrkr,,TA,Y,191004.9947871416,145847.08,203146.91473812424,183632.6209000763,141331.48260869566,186825.1131934033,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0
RL,12104,Pave,Gilbert,2006,5,Gd,2322,3,617.0,TA,,SBrkr,,Gd,Y,191004.9947871416,145847.08,203146.91473812424,183632.6209000763,141331.48260869566,186825.1131934033,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0
RL,9660,Pave,NoRidge,1998,5,Gd,1976,2,885.0,TA,Ex,SBrkr,84.0,Gd,Y,191004.9947871416,145847.08,203146.91473812424,183632.6209000763,141331.48260869566,186825.1131934033,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0
RL,9545,Pave,NoRidge,2000,5,Gd,2234,2,768.0,TA,TA,SBrkr,83.0,Gd,Y,191004.9947871416,145847.08,203146.91473812424,183632.6209000763,141331.48260869566,186825.1131934033,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0
RL,9233,Pave,NoRidge,2000,5,Gd,2855,2,774.0,TA,TA,SBrkr,,Ex,Y,191004.9947871416,145847.08,203146.91473812424,183632.6209000763,141331.48260869566,186825.1131934033,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0
RL,10019,Pave,NoRidge,1995,5,Gd,2726,2,725.0,TA,Ex,SBrkr,83.0,Gd,Y,191004.9947871416,145847.08,203146.91473812424,183632.6209000763,141331.48260869566,186825.1131934033,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0
RL,17242,Pave,NoRidge,1993,5,Gd,3500,3,959.0,TA,TA,SBrkr,114.0,Ex,Y,191004.9947871416,145847.08,203146.91473812424,183632.6209000763,141331.48260869566,186825.1131934033,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0
RL,10236,Pave,NoRidge,1994,5,Gd,2494,2,803.0,TA,TA,SBrkr,,Gd,Y,191004.9947871416,145847.08,203146.91473812424,183632.6209000763,141331.48260869566,186825.1131934033,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0
RL,12585,Pave,NoRidge,1993,5,Gd,2799,2,704.0,TA,TA,SBrkr,,Gd,Y,191004.9947871416,145847.08,203146.91473812424,183632.6209000763,141331.48260869566,186825.1131934033,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0
RL,12447,Pave,Somerst,2005,5,Gd,1964,2,760.0,Gd,Gd,SBrkr,75.0,Gd,Y,191004.9947871416,145847.08,203146.91473812424,183632.6209000763,141331.48260869566,186825.1131934033,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0
RL,15218,Pave,Somerst,2006,5,Gd,1670,2,928.0,Gd,Gd,SBrkr,49.0,Gd,Y,191004.9947871416,145847.08,203146.91473812424,183632.6209000763,141331.48260869566,186825.1131934033,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0
RL,10936,Pave,Somerst,2006,5,Gd,1504,2,510.0,TA,,SBrkr,85.0,Gd,Y,191004.9947871416,145847.08,203146.91473812424,183632.6209000763,141331.48260869566,186825.1131934033,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0
FV,8640,Pave,Somerst,2006,5,Gd,1278,2,584.0,TA,,SBrkr,72.0,Gd,Y,191004.9947871416,145847.08,203146.91473812424,183632.6209000763,141331.48260869566,186825.1131934033,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0
FV,13162,Pave,Somerst,2006,5,Gd,2640,3,792.0,TA,Gd,SBrkr,100.0,Ex,Y,191004.9947871416,145847.08,203146.91473812424,183632.6209000763,141331.48260869566,186825.1131934033,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0
