SalePrice,MSZoning,LotArea,Street,Neighborhood,YearBuilt,OverallCond,ExterQual,GrLivArea,FullBath,GarageArea,BsmtCond,FireplaceQu,Electrical,LotFrontage,KitchenQual,PavedDrive
222500,RL,11404,Pave,CollgCr,1998,5,Gd,2031,2,541,TA,TA,SBrkr,75.0,Gd,Y
131400,RL,10000,Pave,Sawyer,1961,6,TA,1144,1,264,TA,TA,SBrkr,80.0,TA,Y
108000,RL,8978,Pave,Sawyer,1968,5,TA,948,1,300,TA,None,SBrkr,69.67227655677657,TA,Y
163000,RM,10800,Pave,OldTown,1914,7,TA,1768,1,320,TA,TA,SBrkr,60.0,TA,N
93500,RL,8544,Pave,NAmes,1950,4,TA,1040,2,400,None,None,FuseF,60.0,TA,Y
239900,RL,10463,Pave,Gilbert,2005,5,Gd,1801,2,800,TA,Gd,SBrkr,72.0,Gd,Y
179000,RL,10800,Pave,Edwards,1987,5,TA,1200,3,0,Gd,None,SBrkr,60.0,TA,Y
190000,RL,9313,Pave,CollgCr,2004,5,Gd,1728,2,572,TA,None,SBrkr,65.0,Gd,Y
132000,RM,9600,Pave,OldTown,1910,7,TA,1432,2,360,Fa,None,SBrkr,60.0,TA,Y
142000,RL,6768,Pave,Sawyer,1961,8,TA,912,1,288,TA,None,SBrkr,65.0,Gd,Y
179000,RL,8450,Pave,SawyerW,2000,5,TA,1349,2,539,TA,None,SBrkr,65.0,TA,Y
175000,RL,12886,Pave,Sawyer,1963,6,TA,1464,2,480,TA,TA,SBrkr,70.0,TA,Y
180000,RL,5395,Pave,StoneBr,1993,5,Gd,1337,2,462,TA,TA,SBrkr,41.0,Gd,Y
299800,RL,8963,Pave,NWAmes,1976,9,Ex,2715,3,831,Gd,TA,SBrkr,78.43411111111111,Gd,Y
236000,RL,8795,Pave,Gilbert,2000,5,Gd,2256,2,554,TA,TA,SBrkr,74.45064912280702,Gd,Y
265979,RM,11700,Pave,OldTown,1880,7,Gd,2640,1,864,Fa,Gd,SBrkr,65.0,Gd,N
260400,RL,10593,Pave,NoRidge,1996,5,Gd,1720,2,527,TA,TA,SBrkr,59.0,Gd,Y
98000,RL,8405,Pave,Edwards,1945,3,TA,1529,2,240,None,None,FuseF,50.0,TA,N
96500,RM,8800,Pave,OldTown,1910,7,TA,1140,1,0,Fa,None,SBrkr,55.0,TA,N
162000,RL,7750,Pave,Gilbert,2003,5,Gd,1320,2,400,TA,None,SBrkr,63.28738416422288,Gd,Y
217000,RL,9236,Pave,CollgCr,1997,5,TA,1494,2,576,TA,None,SBrkr,79.0,Gd,Y
275500,RL,10240,Pave,NridgHt,2005,5,Gd,2098,2,878,TA,Gd,SBrkr,80.0,Ex,Y
156000,RL,7930,Pave,NAmes,1969,8,TA,1026,1,440,TA,None,SBrkr,61.0,Gd,Y
172500,FV,3230,Pave,Somerst,1999,5,TA,1471,2,440,TA,None,SBrkr,34.0,TA,Y
212000,RL,10769,Pave,CollgCr,2007,5,Gd,1768,2,578,TA,None,SBrkr,68.0,Gd,Y
158900,RL,11616,Pave,Sawyer,1978,5,TA,1386,2,440,TA,TA,SBrkr,80.99920634920635,TA,Y
179400,FV,2280,Pave,Somerst,1999,5,TA,1501,2,440,TA,None,SBrkr,24.0,TA,Y
290000,RL,12257,Pave,NoRidge,1995,5,Gd,2531,2,752,TA,TA,SBrkr,65.0,Gd,Y
127500,RL,9100,Pave,NAmes,1959,6,TA,864,1,300,TA,None,SBrkr,70.0,TA,Y
100000,RM,6911,Pave,BrkSide,1924,5,TA,1301,1,440,TA,None,SBrkr,60.0,Fa,Y
215200,FV,8640,Pave,Somerst,2009,5,TA,1547,2,614,TA,None,SBrkr,72.0,Gd,Y
337000,RL,9430,Pave,NoRidge,1999,5,Gd,2365,2,856,TA,Gd,SBrkr,82.0,Gd,Y
270000,RL,9549,Pave,Veenker,1995,5,Gd,1494,1,481,Gd,Gd,SBrkr,30.0,Ex,Y
264132,RL,14587,Pave,Somerst,2008,5,Gd,1506,2,592,TA,Gd,SBrkr,75.0,Ex,Y
196500,RL,10421,Pave,NWAmes,1988,5,TA,1714,2,496,TA,TA,SBrkr,80.0,TA,Y
160000,RL,12508,Pave,Mitchel,1940,7,TA,1750,2,423,TA,None,SBrkr,75.0,TA,Y
216837,RL,9100,Pave,CollgCr,2004,5,Gd,1836,2,484,TA,Gd,SBrkr,70.0,Gd,Y
538000,RL,53504,Pave,StoneBr,2003,5,Ex,3279,3,841,TA,Gd,SBrkr,47.0,Ex,Y
134900,RL,7252,Pave,Sawyer,1982,5,TA,858,1,576,TA,None,SBrkr,70.11445588235294,TA,Y
102000,RL,8877,Pave,Edwards,1951,5,TA,1220,1,396,Fa,None,FuseF,67.0,TA,Y
107000,RL,7819,Pave,Edwards,1976,5,TA,1117,1,672,TA,TA,SBrkr,94.0,TA,Y
114500,RL,10150,Pave,NAmes,1958,5,TA,912,1,275,TA,None,FuseA,70.0,TA,Y
395000,RL,14226,Pave,NridgHt,2006,5,Gd,1973,2,895,TA,Gd,SBrkr,110.0,Gd,Y
162000,RM,4500,Pave,Mitchel,1998,5,TA,1204,2,412,TA,None,SBrkr,32.0,TA,Y
221500,RL,11210,Pave,CollgCr,2005,5,Gd,1614,2,865,TA,None,SBrkr,86.0,Gd,Y
142500,RL,13350,Pave,Sawyer,1974,5,TA,894,1,440,TA,Fa,SBrkr,100.0,TA,Y
144000,RH,8400,Pave,SawyerW,1977,5,TA,2020,2,630,None,TA,SBrkr,60.0,TA,Y
135000,RL,10530,Pave,Mitchel,1977,5,TA,1004,1,504,TA,None,SBrkr,78.0,TA,Y
176000,RL,7875,Pave,Gilbert,1995,5,TA,1253,2,402,Gd,TA,SBrkr,63.0,TA,Y
175900,RL,7153,Pave,SawyerW,1992,5,Gd,1603,2,484,TA,None,SBrkr,65.0,Gd,Y
187100,RL,16285,Pave,CollgCr,2001,5,Gd,1430,2,605,TA,None,SBrkr,67.0,Gd,Y
165500,RL,9101,Pave,Mitchel,1978,6,TA,1110,1,602,TA,TA,SBrkr,73.62,Gd,Y
128000,RM,6300,Pave,OldTown,1914,6,TA,1484,2,0,TA,Gd,SBrkr,35.0,TA,Y
161500,RL,9790,Pave,NWAmes,1967,5,TA,1342,2,457,TA,Gd,SBrkr,81.5637619047619,TA,Y
139000,RM,10800,Pave,OldTown,1915,6,TA,1652,2,416,TA,None,SBrkr,60.0,TA,Y
233000,RL,10142,Pave,SawyerW,2004,5,Gd,2084,2,618,TA,None,SBrkr,76.0,Gd,Y
107900,RM,6000,Pave,OldTown,1954,7,TA,901,1,281,TA,None,SBrkr,50.0,TA,Y
187500,RL,12205,Pave,ClearCr,1966,8,TA,2087,2,444,Fa,None,SBrkr,75.79639130434782,Gd,Y
160200,RL,3182,Pave,Blmngtn,2005,5,Gd,1145,2,397,TA,Gd,SBrkr,43.0,Gd,Y
146800,RL,11333,Pave,Mitchel,1976,5,TA,1062,1,539,TA,TA,SBrkr,77.06075396825398,TA,Y
269790,RL,9920,Pave,NoRidge,1996,5,Gd,2013,2,455,TA,TA,SBrkr,92.0,TA,Y
225000,RL,9158,Pave,Somerst,2007,5,Gd,1496,2,474,TA,None,SBrkr,76.0,Gd,Y
194500,RL,10832,Pave,Gilbert,1994,5,Gd,1895,2,409,TA,TA,SBrkr,73.67709523809523,Gd,Y
171000,RL,8400,Pave,SawyerW,1980,6,TA,1564,2,476,TA,TA,SBrkr,70.0,TA,Y
143500,RL,8197,Pave,Sawyer,1977,5,TA,1285,1,528,TA,TA,SBrkr,71.0,TA,Y
110000,RL,7677,Pave,NAmes,1953,5,TA,773,1,240,TA,None,SBrkr,57.0,TA,Y
485000,RL,13518,Pave,NridgHt,2008,5,Ex,3140,3,820,TA,Gd,SBrkr,104.0,Ex,Y
175000,RL,7200,Pave,SWISU,1937,7,TA,1768,1,240,TA,TA,SBrkr,60.0,Gd,Y
200000,RL,12798,Pave,ClearCr,1997,5,TA,1688,2,603,TA,None,SBrkr,79.0,Gd,Y
109900,RM,4800,Pave,IDOTRR,1916,7,TA,1196,1,440,TA,None,FuseA,40.0,TA,Y
189000,RL,8199,Pave,CollgCr,2005,5,Gd,1456,2,410,TA,Gd,SBrkr,63.0,Gd,Y
582933,RL,13891,Pave,NridgHt,2008,5,Ex,2822,3,1020,TA,Gd,SBrkr,107.0,Ex,Y
118000,RL,9000,Pave,NAmes,1954,5,TA,1128,1,286,TA,None,SBrkr,75.0,TA,Y
227680,RL,12274,Pave,Somerst,2008,5,Gd,1428,2,554,TA,None,SBrkr,91.0,Ex,Y
135500,RL,9750,Pave,NAmes,1967,5,TA,980,2,384,TA,None,SBrkr,75.0,TA,Y
223500,RL,21384,Pave,BrkSide,1923,6,TA,1576,1,528,TA,TA,SBrkr,144.0,Gd,Y
159950,RL,13400,Pave,NAmes,1966,5,TA,1086,1,484,TA,Gd,SBrkr,85.0,TA,Y
106000,RM,8100,Pave,OldTown,1898,5,TA,2138,2,360,TA,None,FuseA,90.0,TA,N
181000,RL,10140,Pave,NWAmes,1974,6,TA,1309,1,484,TA,Fa,SBrkr,78.0,Gd,Y
144500,RM,4438,Pave,CollgCr,2004,5,Gd,848,1,420,TA,Gd,SBrkr,40.590654761904766,Gd,Y
55993,C (all),8712,Grvl,IDOTRR,1952,5,Fa,1044,1,504,TA,None,FuseA,66.0,Fa,N
157900,RL,9750,Pave,NAmes,1958,6,TA,1442,1,301,TA,None,SBrkr,75.0,TA,Y
116000,RL,8248,Pave,Edwards,1918,7,TA,1250,1,280,TA,None,SBrkr,45.0,Fa,P
224900,RL,12137,Pave,CollgCr,1998,5,TA,1661,2,598,TA,None,SBrkr,48.0,Gd,Y
137000,RL,11425,Pave,NAmes,1954,6,TA,1008,1,275,TA,Gd,SBrkr,74.79929928315411,TA,Y
271000,RL,13265,Pave,Mitchel,2002,5,Gd,1689,2,857,TA,Gd,SBrkr,79.90885084506137,Gd,Y
155000,RL,8816,Pave,ClearCr,1971,7,TA,1052,1,440,TA,None,SBrkr,80.0,TA,Y
224000,RL,6371,Pave,NridgHt,2009,5,Gd,1358,2,484,TA,Gd,SBrkr,44.0,Gd,Y
183000,RL,7226,Pave,CollgCr,2003,5,Gd,1640,2,595,TA,None,SBrkr,72.0,Gd,Y
93000,RM,6000,Pave,OldTown,1953,4,Fa,936,1,576,TA,None,SBrkr,60.0,TA,Y
225000,RL,12394,Pave,Gilbert,2003,5,Gd,1733,2,433,TA,Gd,SBrkr,76.76535218253967,Gd,Y
139500,RL,9900,Pave,SWISU,1940,7,TA,1489,2,240,TA,Gd,SBrkr,60.0,TA,Y
232600,FV,11216,Pave,Somerst,2006,5,Gd,1489,2,776,Gd,Gd,SBrkr,81.0,Gd,Y
385000,RL,14803,Pave,NridgHt,2007,5,Ex,2084,2,1220,TA,Gd,SBrkr,114.0,Ex,Y
109500,RM,6130,Pave,BrkSide,1924,6,TA,784,1,0,TA,None,SBrkr,50.0,Gd,Y
189000,RL,8529,Pave,SawyerW,2001,5,Gd,1434,2,527,TA,TA,SBrkr,65.0,Gd,Y
185000,RL,28698,Pave,ClearCr,1967,5,TA,2126,2,538,Gd,None,SBrkr,98.91854365079365,TA,Y
147400,FV,2544,Pave,Somerst,2005,5,Gd,1223,2,480,TA,None,SBrkr,24.0,Gd,Y
166000,RL,11900,Pave,NAmes,1957,5,TA,1392,1,458,TA,Gd,FuseA,80.0,TA,Y
151000,FV,3180,Pave,Somerst,2005,5,TA,1200,2,480,TA,None,SBrkr,30.0,Gd,Y
237000,RL,9548,Pave,CollgCr,2003,6,Gd,1829,2,613,TA,TA,SBrkr,44.0,Gd,Y
167000,RL,10004,Pave,NAmes,1964,6,TA,1516,1,472,TA,None,SBrkr,100.0,TA,Y
139950,RL,7875,Pave,NAmes,1961,6,TA,1144,1,456,TA,None,SBrkr,75.0,TA,Y
128000,RL,9600,Pave,Sawyer,1950,7,TA,1067,2,436,TA,None,SBrkr,60.0,Gd,Y
153500,RM,8100,Pave,OldTown,1948,6,TA,1559,1,812,TA,None,SBrkr,90.0,TA,Y
100000,RM,1680,Pave,BrDale,1973,5,TA,987,1,264,TA,None,SBrkr,21.0,TA,Y
144000,RL,9525,Pave,CollgCr,1995,6,TA,1099,1,352,TA,None,SBrkr,75.0,Gd,Y
130500,RL,11767,Pave,Edwards,1946,6,TA,1200,1,240,TA,None,SBrkr,70.0,TA,Y
140000,RH,12155,Pave,SWISU,1925,8,TA,1482,2,400,TA,None,SBrkr,70.22666666666667,Fa,P
157500,RM,10440,Pave,OldTown,1904,8,TA,1539,2,686,TA,Po,SBrkr,60.0,Gd,P
174900,RL,9020,Pave,NAmes,1966,7,TA,1165,1,490,TA,None,SBrkr,82.0,TA,Y
141000,RL,8000,Pave,NAmes,1961,4,TA,1800,2,0,TA,None,SBrkr,80.0,TA,Y
153900,RM,12665,Pave,OldTown,1915,8,TA,1416,1,720,TA,Gd,SBrkr,100.0,TA,Y
171000,RL,16647,Pave,Sawyer,1975,5,TA,1701,2,611,TA,TA,SBrkr,79.37834188034188,TA,Y
213000,RL,9317,Pave,SawyerW,1993,5,Gd,1775,2,425,TA,TA,SBrkr,75.0,Gd,Y
133500,RL,15523,Pave,CollgCr,1972,6,TA,864,1,338,TA,Fa,SBrkr,36.0,TA,Y
240000,RL,45600,Pave,ClearCr,1908,8,TA,2358,3,360,TA,Gd,SBrkr,75.0,TA,Y
187000,RL,9600,Pave,Veenker,1976,7,Gd,1855,2,512,TA,TA,SBrkr,80.0,TA,Y
131500,RM,4435,Pave,CollgCr,2003,5,Gd,848,1,420,TA,None,SBrkr,36.0,Gd,Y
215000,RL,3196,Pave,Blmngtn,2003,5,Gd,1456,2,400,TA,TA,SBrkr,44.10093406593407,Gd,Y
164000,RL,7128,Pave,Crawfor,1941,5,TA,1646,2,240,TA,Gd,SBrkr,53.0,TA,Y
158000,RL,12095,Pave,NAmes,1964,6,TA,1445,1,645,TA,Fa,SBrkr,88.44877777777778,TA,Y
170000,RL,17920,Pave,Sawyer,1955,4,TA,1779,1,454,TA,Gd,SBrkr,102.0,TA,Y
127000,RL,6897,Pave,Sawyer,1962,8,TA,1040,1,260,TA,None,SBrkr,67.25366666666667,TA,Y
147000,RL,10970,Pave,CollgCr,1978,6,TA,1026,1,576,Gd,None,SBrkr,78.92750000000001,TA,Y
174000,RL,8125,Pave,Gilbert,1994,5,TA,1481,2,343,TA,TA,SBrkr,65.0,TA,Y
152000,RL,10400,Pave,NWAmes,1976,5,TA,1370,2,479,TA,TA,SBrkr,80.0,TA,Y
250000,RL,11029,Pave,NWAmes,1968,7,TA,2654,2,619,TA,Gd,SBrkr,89.14615079365079,Gd,Y
189950,RL,7642,Pave,Crawfor,1918,8,Gd,1426,1,216,TA,Gd,SBrkr,55.0,Gd,Y
131500,RL,11625,Pave,Sawyer,1965,4,TA,1039,1,504,TA,None,SBrkr,75.0,TA,Y
152000,RL,9672,Pave,SawyerW,1984,5,TA,1097,2,480,TA,None,SBrkr,81.0,TA,Y
132500,RL,7931,Pave,NAmes,1959,5,TA,1148,1,672,TA,None,SBrkr,70.0,TA,Y
250580,FV,8640,Pave,Somerst,2007,5,Gd,1372,2,529,TA,None,SBrkr,72.0,Gd,Y
148500,RL,8750,Pave,NAmes,1970,6,TA,1002,1,902,TA,None,SBrkr,69.90833333333335,TA,Y
248900,RL,10656,Pave,Timber,2006,5,Gd,1646,2,870,TA,Gd,SBrkr,67.0,Gd,Y
129000,RL,6970,Pave,Sawyer,1961,5,TA,1120,1,544,TA,None,SBrkr,85.0,Fa,Y
169000,RL,14762,Pave,Gilbert,1948,6,TA,2320,2,672,None,TA,SBrkr,85.61295454545456,TA,P
236000,RL,9938,Pave,SawyerW,1993,5,Gd,1949,2,574,TA,TA,SBrkr,80.0,Gd,Y
109500,RL,6600,Pave,NAmes,1962,5,TA,894,1,308,TA,None,SBrkr,60.0,TA,Y
200500,RL,8750,Pave,CollgCr,1998,5,TA,1682,2,523,TA,None,SBrkr,70.0,Gd,Y
116000,RL,8892,Pave,NAmes,1953,7,Gd,910,1,414,TA,None,SBrkr,74.0,Gd,Y
133000,RL,12144,Pave,NAmes,1949,7,Gd,1268,1,288,TA,Gd,SBrkr,60.0,TA,Y
66500,RM,5720,Pave,OldTown,1941,6,TA,1131,1,200,TA,None,SBrkr,52.0,TA,Y
303477,FV,9000,Pave,Somerst,2007,5,Gd,2610,2,550,TA,Gd,SBrkr,75.0,Ex,Y
132250,RL,25286,Pave,Mitchel,1963,5,TA,1040,1,648,TA,None,SBrkr,94.0,TA,Y
350000,RL,8834,Pave,NridgHt,2004,5,Gd,2224,2,738,TA,Gd,SBrkr,74.0,Ex,Y
148000,RL,11782,Pave,Sawyer,1961,7,TA,1155,1,576,TA,None,SBrkr,88.0,Gd,Y
136500,RL,7000,Pave,CollgCr,1978,8,Gd,864,1,336,TA,None,SBrkr,64.31522969187674,TA,Y
157000,RL,7024,Pave,Edwards,2005,5,TA,1090,1,450,Gd,None,SBrkr,60.0,TA,Y
187500,RL,13758,Pave,Timber,1990,5,Gd,1717,2,400,TA,TA,SBrkr,44.0,Gd,Y
178000,RL,9636,Pave,Gilbert,1992,5,TA,1593,2,389,TA,TA,SBrkr,73.91229076479077,TA,Y
118500,RL,6204,Pave,SWISU,1912,5,Gd,2230,1,440,Fa,None,SBrkr,60.0,TA,Y
100000,RL,7150,Pave,NAmes,1967,5,TA,892,1,288,TA,None,SBrkr,65.0,TA,Y
328900,FV,5119,Pave,Somerst,1999,5,Gd,1709,2,506,TA,TA,SBrkr,50.0,Gd,Y
145000,RL,8393,Pave,NAmes,1959,5,TA,1712,2,588,TA,None,SBrkr,70.0,TA,Y
135500,RL,16466,Pave,Edwards,1955,7,TA,1393,1,300,TA,None,SBrkr,59.0,TA,Y
268000,RL,15865,Pave,NAmes,1970,6,Gd,2217,2,621,Gd,TA,SBrkr,95.0,Gd,Y
149500,RL,12160,Pave,NAmes,1953,4,TA,1505,1,505,TA,TA,SBrkr,128.0,TA,Y
122900,RL,8064,Pave,NAmes,1949,7,TA,924,1,576,TA,Po,SBrkr,60.0,TA,Y
172500,RL,11184,Pave,Sawyer,1978,5,TA,1683,2,440,TA,TA,SBrkr,70.0,TA,Y
154500,RL,8414,Pave,Sawyer,1963,8,TA,1068,1,264,TA,None,SBrkr,70.0,TA,Y
165000,RL,13284,Pave,Sawyer,1954,5,TA,1383,1,354,TA,Gd,SBrkr,81.61683333333333,TA,Y
118858,RL,7018,Pave,SawyerW,1979,5,TA,1535,2,400,None,None,SBrkr,64.0,TA,Y
140000,RL,7056,Pave,NAmes,1963,5,TA,1796,1,483,TA,TA,SBrkr,71.0,TA,Y
106500,RM,8765,Pave,IDOTRR,1936,6,TA,951,1,327,TA,None,SBrkr,50.0,TA,Y
142953,RL,7018,Pave,SawyerW,1979,5,TA,2240,2,528,None,None,SBrkr,64.0,TA,Y
611657,RL,12919,Pave,NridgHt,2009,5,Ex,2364,2,820,TA,Gd,SBrkr,100.0,Ex,Y
135000,RL,6993,Pave,Sawyer,1961,7,TA,1236,1,288,TA,TA,SBrkr,65.0,TA,Y
110000,RL,7340,Pave,NAmes,1971,6,TA,858,1,684,TA,None,SBrkr,65.04365934065935,TA,Y
153000,RL,8712,Pave,NAmes,1957,7,TA,1306,1,756,TA,None,SBrkr,64.0,TA,Y
180000,RL,7875,Pave,Gilbert,2003,5,Gd,1509,2,393,TA,Gd,SBrkr,63.0,Gd,Y
240000,RL,14859,Pave,Gilbert,2006,5,Gd,1670,2,690,TA,Gd,SBrkr,50.0,Gd,Y
125500,RL,6173,Pave,Sawyer,1967,6,TA,902,1,288,TA,None,SBrkr,67.93589743589743,TA,Y
128000,RL,9920,Pave,NAmes,1954,5,TA,1063,1,280,TA,None,SBrkr,80.0,TA,Y
255000,RL,13501,Pave,Somerst,2006,5,Gd,1636,2,865,TA,Gd,SBrkr,116.0,Gd,Y
250000,RL,11500,Pave,Crawfor,1936,7,Gd,2057,1,180,TA,Gd,SBrkr,86.0,Gd,Y
131000,RL,8885,Pave,Mitchel,1983,5,TA,902,1,484,TA,None,SBrkr,70.568,TA,Y
174000,RL,12589,Pave,Gilbert,2005,5,Gd,1484,2,390,TA,Gd,SBrkr,149.0,Gd,Y
154300,RL,11600,Pave,NAmes,1960,5,TA,2274,2,480,TA,None,FuseA,80.0,TA,Y
143500,RL,9286,Pave,CollgCr,1977,7,TA,1268,1,252,Gd,None,SBrkr,74.15,Gd,Y
88000,RM,6120,Pave,BrkSide,1925,7,TA,1015,1,450,TA,None,SBrkr,51.0,TA,Y
145000,RH,6270,Pave,Crawfor,1949,6,TA,2002,2,871,TA,None,FuseA,82.0,TA,Y
173733,FV,3000,Pave,Somerst,2009,5,Gd,1224,2,528,TA,None,SBrkr,30.0,Gd,Y
75000,RM,2001,Pave,MeadowV,1970,5,TA,1092,1,286,TA,None,SBrkr,21.0,TA,Y
35311,C (all),9000,Pave,IDOTRR,1949,3,TA,480,0,308,TA,None,FuseA,50.0,TA,Y
135000,RL,17140,Pave,Edwards,1956,6,TA,1229,1,284,TA,None,FuseA,72.38083333333333,TA,Y
238000,RL,13125,Pave,SawyerW,1991,5,Gd,2127,2,833,TA,TA,SBrkr,103.0,Gd,Y
176500,RL,11029,Pave,NAmes,1958,8,Ex,1414,1,601,TA,TA,SBrkr,87.0,TA,Y
201000,RL,8462,Pave,SawyerW,1994,5,Gd,1721,2,471,Gd,None,SBrkr,70.0,Gd,Y
145900,RL,8777,Pave,Edwards,1900,7,TA,2200,2,0,TA,None,SBrkr,67.0,TA,N
169990,RL,10237,Pave,Gilbert,2005,5,Gd,1316,2,397,TA,Gd,SBrkr,65.0,Gd,Y
193000,RL,8012,Pave,SawyerW,1993,5,Gd,1617,2,533,TA,Fa,SBrkr,50.0,Gd,Y
207500,RL,10240,Pave,NWAmes,1980,6,TA,1686,2,612,TA,TA,SBrkr,79.0,TA,Y
175000,RL,15611,Pave,NWAmes,1977,6,TA,1126,2,540,TA,None,SBrkr,81.67476608187135,Ex,Y
285000,RL,11999,Pave,NridgHt,2003,5,Gd,2374,2,656,TA,Gd,SBrkr,93.0,Ex,Y
176000,RL,9900,Pave,NWAmes,1968,5,TA,1978,2,486,TA,Gd,SBrkr,84.80233333333334,TA,Y
236500,RL,11838,Pave,CollgCr,2001,5,Gd,1788,2,522,TA,TA,SBrkr,80.5864152806258,Ex,Y
222000,RL,13006,Pave,Gilbert,1997,5,TA,2236,2,642,TA,TA,SBrkr,85.96566666666668,Gd,Y
201000,RL,8925,Pave,Timber,2007,5,Gd,1466,2,610,TA,None,SBrkr,73.0,Gd,Y
117500,RL,9100,Pave,NAmes,1965,6,TA,925,1,429,TA,None,SBrkr,70.0,TA,Y
320000,RL,11670,Pave,Somerst,2006,5,Ex,1905,2,788,Gd,Gd,SBrkr,84.0,Ex,Y
190000,RL,8487,Pave,CollgCr,2004,5,Gd,1500,2,570,TA,None,SBrkr,63.0,Gd,Y
242000,RL,27650,Pave,NAmes,1960,7,TA,2069,2,505,TA,Gd,SBrkr,313.0,Gd,Y
79900,RL,5825,Pave,BrkSide,1926,5,TA,747,1,528,TA,None,SBrkr,52.0,TA,Y
184900,RL,10083,Pave,SawyerW,2003,5,Gd,1200,2,555,TA,None,SBrkr,67.0,Gd,Y
253000,RL,9675,Pave,Somerst,2005,5,Gd,1971,2,689,TA,Gd,SBrkr,75.0,Gd,Y
239799,RL,8760,Pave,CollgCr,2006,5,Gd,1962,2,868,Gd,None,SBrkr,73.0,Gd,Y
244400,RL,24090,Pave,ClearCr,1940,7,TA,2403,2,349,TA,TA,SBrkr,93.15875,TA,Y
150900,RL,12640,Pave,Mitchel,1976,5,TA,1728,2,574,TA,None,SBrkr,55.0,TA,Y
214000,RL,8755,Pave,Gilbert,1999,5,Gd,2060,2,390,TA,TA,SBrkr,72.36519047619048,Gd,Y
150000,RL,7711,Pave,Edwards,1977,3,TA,1440,2,0,TA,None,SBrkr,42.0,TA,N
143000,RL,25000,Pave,Mitchel,1967,4,TA,1632,2,576,TA,None,SBrkr,100.0,TA,P
137500,RL,14375,Pave,Timber,1958,6,TA,1344,1,525,TA,Gd,FuseA,88.39933333333333,Gd,Y
124900,RM,8820,Pave,OldTown,1890,6,TA,1869,1,456,TA,None,SBrkr,98.0,TA,Y
143000,RL,8163,Pave,NAmes,1959,6,TA,1144,1,796,TA,TA,SBrkr,70.0,TA,Y
270000,RL,14536,Pave,Timber,2002,5,Gd,1629,2,808,TA,Gd,SBrkr,85.0,Gd,Y
192500,RL,14006,Pave,CollgCr,2002,5,Gd,1776,2,474,TA,TA,SBrkr,65.0,Gd,Y
197500,RL,9360,Pave,NWAmes,1972,7,TA,1381,1,676,TA,TA,SBrkr,78.0,Gd,Y
129000,RL,7200,Pave,NAmes,1950,8,TA,864,1,720,TA,None,SBrkr,60.0,Gd,Y
119900,RH,7800,Pave,SawyerW,1965,5,TA,965,1,300,TA,None,SBrkr,60.0,TA,Y
133900,RL,7200,Pave,CollgCr,1972,8,TA,768,1,396,TA,None,SBrkr,60.0,TA,Y
172000,RL,11075,Pave,Mitchel,1969,4,TA,1968,2,530,TA,Po,SBrkr,78.94483333333334,TA,Y
127500,RL,9400,Pave,Edwards,1975,5,TA,980,2,0,Gd,None,SBrkr,35.0,TA,Y
145000,RH,7136,Pave,Crawfor,1946,6,TA,1958,2,492,TA,None,FuseF,82.0,TA,Y
124000,RM,1300,Pave,Blueste,1980,6,TA,1229,1,462,TA,TA,SBrkr,24.0,TA,Y
132000,RL,7420,Pave,Sawyer,1962,5,TA,1057,1,576,TA,None,SBrkr,70.0,TA,Y
185000,RL,8450,Pave,CollgCr,2003,5,Gd,1337,2,531,TA,None,SBrkr,65.0,Gd,Y
155000,FV,2572,Pave,Somerst,1999,5,Gd,1416,2,484,TA,None,SBrkr,24.0,Gd,Y
116500,RL,7207,Pave,BrkSide,1958,7,TA,858,1,0,TA,None,SBrkr,50.0,TA,Y
272000,RL,12227,Pave,NWAmes,1977,7,TA,2872,2,619,Gd,TA,SBrkr,88.542826007326,TA,Y
155000,RL,2308,Pave,NPkVill,1976,6,TA,1548,2,440,TA,TA,SBrkr,24.0,Gd,Y
239000,RL,11923,Pave,CollgCr,2007,5,Gd,1800,2,702,TA,None,SBrkr,122.0,Ex,Y
214900,RL,11316,Pave,Timber,2002,5,Gd,1894,2,510,TA,Gd,SBrkr,80.0,Gd,Y
178900,RL,10237,Pave,Gilbert,2005,5,Gd,1484,2,393,TA,Gd,SBrkr,65.0,Gd,Y
160000,RL,9600,Pave,Crawfor,1940,7,Gd,1308,1,256,Fa,TA,SBrkr,130.0,TA,Y
135000,RL,7390,Pave,NAmes,1955,7,TA,1098,1,260,TA,None,SBrkr,69.40818572106262,TA,Y
37900,RM,5925,Pave,OldTown,1910,6,TA,968,1,0,TA,None,SBrkr,50.0,TA,Y
140000,RL,10382,Pave,NAmes,1958,5,TA,1095,1,264,TA,None,SBrkr,75.0,TA,Y
135000,RL,10800,Pave,NAmes,1949,4,TA,1192,1,0,TA,None,FuseA,60.0,TA,Y
173000,RL,2268,Pave,NridgHt,2003,5,Gd,1626,2,474,TA,None,SBrkr,36.0,Gd,Y
99500,RL,7892,Pave,SawyerW,1979,5,TA,918,2,264,TA,TA,SBrkr,55.0,TA,Y
182000,FV,11639,Pave,Somerst,2007,5,Gd,1428,2,480,TA,None,SBrkr,95.0,Gd,Y
167500,RL,11414,Pave,BrkSide,1910,8,TA,2019,1,532,TA,None,SBrkr,60.0,Gd,Y
165000,FV,2651,Pave,Somerst,2000,5,Gd,1382,2,490,TA,None,SBrkr,25.16948484848485,Gd,Y
85500,RL,5900,Pave,BrkSide,1923,7,TA,869,1,0,TA,None,FuseA,51.0,Fa,Y
